##SHEET:attacking_map
node_id|from_node_id|next_node_id|parent_action_id|position_family|recommended_followup_tree|is_terminal|edge_label|sort_order|priority_rank|start_position|role|your_action|partner_response|follow_up|end_position|outcome_type|success_condition|failure_risk|gi_no_gi|skill_level|priority|notes|key_details|common_mistakes|concept_tags|chain_family|energy_cost|video_ref_slot|counter_if_fails|reaction_tags|grip_tags
NG-FH-001|NG-A-high-elbow-guillotine-standi|TERM-SUB|Opponent leaves neck → Finish|Opponent leaves neck|Finish|Submission|Yes|1|Go behind
NG-FH-002|NG-A-peruvian-necktie|TERM-SUB|Opponent posts arm → Invert + crank|Opponent posts arm|Invert + crank|Submission|Yes|3|Darce
NG-FH-003|NG-A-japanese-necktie|TERM-SUB|Opponent shells up → Hip over head; crank|Opponent shells up|Hip over head; crank|Submission|Yes|2|Spin behind
NG-LL-001|NG-A-straight-ashi-entry|LE-ASHI|Opponent standing → Enter ashi garami|Opponent standing|Enter ashi garami|Leg entry|No|1|SLX
NG-LL-002|NG-A-straight-ankle-lock|TERM-SUB|Opponent rotates out → Finish straight ankle|Opponent rotates out|Finish straight ankle|Submission|Yes|1|Switch to 50/50
NG-LL-003|NG-A-transition-to-50-50|LE-5050|Opponent rotates free → Thread leg to 50/50|Opponent rotates free|Thread leg to 50/50|Leg entanglement|No|2|Switch back to ashi
NG-LL-004|NG-A-heel-hook-inside|TERM-SUB|Opponent rotates toward heel → Finish inside heel hook|Opponent rotates toward heel|Finish inside heel hook|Submission|Yes|1|Switch entanglement
NG-LL-005|NG-A-transition-to-inside-sankaku|LE-SANKAKU|Opponent frames → Bring inside leg to honey hole|Opponent frames|Bring inside leg to honey hole|Leg entanglement|No|1|Back to 50/50
NG-LL-006|NG-A-inside-heel-hook|TERM-SUB|Opponent starts to boot up → Finish inside heel hook|Opponent starts to boot up|Finish inside heel hook|Submission|Yes|1|Calf slicer
NG-LL-007|NG-A-toe-hold|TERM-SUB|Opponent boots up → Capture foot; finish toe hold|Opponent boots up|Capture foot; finish toe hold|Submission|Yes|2|Ankle lock
NG-LL-008|NG-A-kneebar|TERM-SUB|Opponent tries to stand → Extend hips across knee|Opponent tries to stand|Extend hips across knee|Submission|Yes|2|Back to ashi
NG-LL-009|NG-A-calf-slicer|TERM-SUB|Opponent stacks → Trap leg with own shin|Opponent stacks|Trap leg with own shin|Submission|Yes|3|Toe hold
NG-LL-010|NG-A-outside-heel-hook|TERM-SUB|Opponent turns out of inside → Threaten outside heel (ruleset)|Opponent turns out of inside|Threaten outside heel (ruleset)|Submission|Yes|2|Ankle lock
NG-ADV-001|NG-A-chain-attack-kimura-to-back|BK-ROOT|Opponent bails kimura → Release and take back|Opponent bails kimura|Release and take back|Back take|No|1|Return to kimura trap
NG-ADV-002|NG-A-butterfly-to-leg-entanglemen|LE-ROOT|Opponent postures → Load hook; SLX or ashi entry|Opponent postures|Load hook; SLX or ashi entry|Leg entry|No|1|Sweep
NG-ADV-003|NG-A-pass-decision-modern|PIN-TOP-ROOT|Opponent plays open guard → Choose HQ / leg drag / body lock|Opponent plays open guard|Choose HQ / leg drag / body lock|Pass|No|1|Reset stance
NG-ADV-004|NG-A-mata-le-o-back|TERM-SUB|Opponent turtles → Insert hooks + RNC|Opponent turtles|Insert hooks + RNC|Submission|Yes|1|Body triangle
NG-ADV-005|NG-A-guillotine-escape-chain-coun|SC-ROOT|Opponent has guillotine → Pass head; counter|Opponent has guillotine|Pass head; counter|Escape/pass|No|1|Wait out
NG-ADV-006|NG-A-scramble-head-inside||Partner scrambles → Win inside head position|Partner scrambles|Win inside head position|Control|No|1|Reset
NG-BLK-001|NG-A-leg-lock-minefield|LE-ROOT|Opponent enters leg entanglement → Counter-entangle to your leg lock|Opponent enters leg entanglement|Counter-entangle to your leg lock|Leg entry|No|1|Escape to guard
NG-BLK-002|NG-A-neutral-transitions||Equal position → Maintain positional tempo|Equal position|Maintain positional tempo|Control|No|1|Reset

##SHEET:actions
parent_action_id|start_position|your_action|position_family|gi_no_gi|skill_level|priority|chain_family
NG-A-heel-hook-inside|50/50|Heel hook (inside)|leg_entanglement|No-gi|Brown|High|heel_hook_chain
NG-A-outside-heel-hook|50/50|Outside heel hook|leg_entanglement|No-gi|Black|Medium|heel_hook_chain
NG-A-transition-to-inside-sankaku|50/50|Transition to inside sankaku (honey hole)|leg_entanglement|No-gi|Brown|High|honey_hole_chain
NG-A-chain-attack-kimura-to-back|Any|Chain attack: kimura-to-back|any|No-gi|Purple|High|kimura_to_back_chain
BG-A-chain-of-3-attacks|Any|Chain of 3 attacks|any|Both|Black|High|chain_mastery
NG-A-guillotine-escape-chain-coun|Any|Guillotine escape chain (counter)|any|No-gi|Brown|High|guillotine_defense
NG-A-leg-lock-minefield|Any|Leg lock minefield|any|No-gi|Black|High|leg_minefield_chain
NG-A-neutral-transitions|Any|Neutral transitions|any|No-gi|Black|High|tempo_chain
NG-A-pass-decision-modern|Any|Pass decision (modern)|any|No-gi|Brown|High|pass_decision_chain
NG-A-scramble-head-inside|Any|Scramble head inside|any|No-gi|Purple|High|scramble_chain
NG-A-straight-ankle-lock|Ashi garami|Straight ankle lock|leg_entanglement|No-gi|Blue|High|ankle_lock_chain
NG-A-toe-hold|Ashi garami|Toe hold|leg_entanglement|No-gi|Purple|Medium|toe_hold_chain
NG-A-transition-to-50-50|Ashi garami|Transition to 50/50|leg_entanglement|No-gi|Purple|Medium|leg_lock_chain
BK-A-armbar-from-back|Back control|Armbar from back|back_control|Both|Blue|Medium|back_arm_attack_chain
BG-A-back-control-maze|Back control|Back control maze|back_control|Both|Black|High|back_control_chain
BK-A-back-control-retention|Back control|Back control retention|back_control|Both|White|High|back_to_mount_chain
PG-A-back-control-with-body-trian|Back control|Back control with body triangle|back_control|Both|Purple|Medium|back_retention_chain
NG-A-body-triangle|Back control|Body triangle|back_control|No-gi|Purple|Medium|back_retention_chain
PG-A-bow-and-arrow-chain|Back control|Bow-and-arrow chain|back_control|Gi|Purple|High|rnc_chain
BK-A-bow-and-arrow-choke|Back control|Bow-and-arrow choke|back_control|Gi|Blue|High|rnc_chain
NG-A-crucifix-from-back|Back control|Crucifix from back|back_control|No-gi|Brown|Medium|crucifix_chain
BG-A-harness-to-strangle-chain|Back control|Harness to strangle chain|back_control|Both|Brown|High|rnc_chain
NG-A-rnc-no-gi|Back control|RNC no-gi|back_control|No-gi|Blue|High|rnc_chain
BK-A-rear-naked-choke|Back control|Rear naked choke|back_control|Both|Blue|High|rnc_chain
BK-A-rear-naked-choke|Back control|Rear naked choke|back_control|Both|White|High|back_to_mount_chain
NG-A-butterfly-to-leg-entanglemen|Butterfly guard|Butterfly to leg entanglement|guard_bottom|No-gi|Purple|High|butterfly_to_leg_chain
CG-A-arm-drag|Closed guard|Arm drag|guard_bottom|Both|Blue|High|back_take_chain
CG-A-armbar-from-guard|Closed guard|Armbar from guard|guard_bottom|Both|Blue|High|armbar_triangle_chain
BG-A-bicep-slicer-from-guard|Closed guard|Bicep slicer from guard|guard_bottom|Both|Brown|Low|compression_chain
CG-A-cross-collar-choke|Closed guard|Cross-collar choke|guard_bottom|Gi|White|Medium|collar_choke_chain
CG-A-cross-collar-choke|Closed guard|Cross-collar choke|guard_bottom|Gi|Blue|Medium|collar_choke_chain
NG-A-guillotine-10-finger|Closed guard|Guillotine (10-finger)|guard_bottom|No-gi|Blue|High|guillotine_chain
NG-A-high-elbow-guillotine|Closed guard|High-elbow guillotine|guard_bottom|No-gi|Purple|High|guillotine_chain
CG-A-hip-bump-sweep|Closed guard|Hip bump sweep|guard_bottom|Both|White|High|hip_bump_kimura_chain
CG-A-hip-bump-sweep|Closed guard|Hip bump sweep|guard_bottom|Both|Blue|Medium|hip_bump_guillotine_chain
CG-A-kimura-grip|Closed guard|Kimura grip|guard_bottom|Both|White|High|hip_bump_kimura_chain
CG-A-kimura-grip|Closed guard|Kimura grip|guard_bottom|Both|Blue|Medium|armbar_triangle_chain
NG-A-kimura-grip|Closed guard|Kimura grip|guard_bottom|No-gi|White|High|kimura_chain
PG-A-loop-choke|Closed guard|Loop choke|guard_bottom|Gi|Purple|Medium|choke_chain
PG-A-omoplata|Closed guard|Omoplata|guard_bottom|Both|Purple|Medium|omoplata_chain
PG-A-omoplata-setup|Closed guard|Omoplata setup|guard_bottom|Both|Purple|High|omoplata_chain
CG-A-overhook|Closed guard|Overhook|guard_bottom|Both|Blue|Low|overhook_chain
NG-A-overhook-system-no-gi|Closed guard|Overhook system (no-gi)|guard_bottom|No-gi|Blue|Medium|overhook_chain
BG-A-pendulum-submission-chain|Closed guard|Pendulum submission chain|guard_bottom|Both|Black|High|armbar_triangle_chain
CG-A-scissor-sweep|Closed guard|Scissor sweep|guard_bottom|Gi|White|Medium|scissor_push_chain
CG-A-triangle|Closed guard|Triangle|guard_bottom|Both|Blue|High|armbar_triangle_chain
CG-A-triangle|Closed guard|Triangle|guard_bottom|Both|Blue|Medium|armbar_triangle_chain
FH-A-anaconda-choke|Front headlock|Anaconda choke|front_headlock|Both|Blue|Medium|front_headlock_chain
FH-A-darce-choke|Front headlock|Darce choke|front_headlock|Both|Blue|Medium|front_headlock_chain
FH-A-front-headlock-pressure|Front headlock|Front headlock pressure|front_headlock|Both|White|Medium|front_headlock_chain
FH-A-guillotine|Front headlock|Guillotine|front_headlock|Both|Blue|High|guillotine_chain
FH-A-guillotine|Front headlock|Guillotine|front_headlock|Both|White|High|front_headlock_chain
NG-A-high-elbow-guillotine-standi|Front headlock|High-elbow guillotine (standing/grounded)|front_headlock|No-gi|Blue|High|guillotine_chain
NG-A-japanese-necktie|Front headlock|Japanese necktie|front_headlock|No-gi|Brown|Medium|necktie_chain
NG-A-peruvian-necktie|Front headlock|Peruvian necktie|front_headlock|No-gi|Brown|Low|necktie_chain
FH-A-spin-behind|Front headlock|Spin behind|front_headlock|Both|White|High|back_take_chain
PG-A-deep-half|Half guard bottom|Deep half|guard_bottom|Gi|Purple|High|deep_half_chain
HGB-A-deep-half-entry|Half guard bottom|Deep half entry|guard_bottom|Both|Blue|Low|deep_half_chain
PG-A-deep-half-to-come-up|Half guard bottom|Deep half to come-up|guard_bottom|Gi|Purple|High|deep_half_chain
HGB-A-dogfight|Half guard bottom|Dogfight|guard_bottom|Both|Blue|High|half_guard_chain
HGB-A-dogfight|Half guard bottom|Dogfight|guard_bottom|Both|Blue|Medium|half_guard_chain
HGB-A-half-butterfly-hook|Half guard bottom|Half butterfly hook|guard_bottom|Both|Blue|Medium|half_guard_chain
NG-A-knee-shield-to-kimura|Half guard bottom|Knee shield to kimura|guard_bottom|No-gi|Purple|Medium|kimura_trap_chain
HGB-A-knee-shield-to-underhook|Half guard bottom|Knee shield to underhook|guard_bottom|Both|White|High|half_guard_chain
NG-A-lockdown-eddie-bravo-style|Half guard bottom|Lockdown (eddie bravo style)|guard_bottom|No-gi|Purple|Medium|lockdown_chain
NG-A-underhook-hip-to-come-up|Half guard bottom|Underhook + hip to come up|guard_bottom|No-gi|White|High|half_guard_chain
HGB-A-underhook-half-guard|Half guard bottom|Underhook half guard|guard_bottom|Both|White|Medium|retention_chain
PG-A-z-guard-to-reverse-dlr|Half guard bottom|Z-guard to reverse DLR|guard_bottom|Gi|Purple|Medium|rdlr_chain
NG-A-inside-heel-hook|Inside sankaku|Inside heel hook|leg_entanglement|No-gi|Brown|High|heel_hook_chain
NG-A-calf-slicer|Leg entanglement|Calf slicer|leg_entanglement|No-gi|Brown|Low|calf_slicer_chain
NG-A-kneebar|Leg entanglement|Kneebar|leg_entanglement|No-gi|Purple|Medium|kneebar_chain
MT-A-americana|Mount top|Americana|pin_top|Both|White|High|mount_advance_chain
MT-A-americana|Mount top|Americana|pin_top|Both|Blue|Medium|americana_chain
NG-A-arm-triangle-from-mount|Mount top|Arm triangle from mount|pin_top|No-gi|Blue|High|arm_triangle_chain
MT-A-cross-collar-choke|Mount top|Cross-collar choke|pin_top|Gi|Blue|High|collar_choke_chain
BG-A-ezekiel-from-mount|Mount top|Ezekiel from mount|pin_top|Gi|Brown|Medium|ezekiel_chain
NG-A-ezekiel-no-gi|Mount top|Ezekiel no-gi|pin_top|No-gi|Purple|Low|ezekiel_chain
MT-A-gift-wrap|Mount top|Gift wrap|pin_top|Both|Blue|High|back_take_chain
MT-A-low-mount-pressure|Mount top|Low mount pressure|pin_top|Both|White|High|mount_retention_chain
MT-A-s-mount|Mount top|S-mount|pin_top|Both|Blue|High|americana_chain
PG-A-s-mount-to-armbar|Mount top|S-mount to armbar|pin_top|Both|Purple|High|americana_chain
PG-A-berimbolo|Open guard|Berimbolo|guard_bottom|Gi|Purple|High|berimbolo_chain
PG-A-berimbolo|Open guard|Berimbolo|guard_bottom|Gi|Purple|Medium|berimbolo_chain
NG-A-body-lock-pass|Open guard|Body lock pass|guard_bottom|No-gi|Brown|Medium|body_lock_pass_chain
NG-A-butterfly-guard|Open guard|Butterfly guard|guard_bottom|No-gi|Blue|High|butterfly_chain
NG-A-butterfly-to-x-guard|Open guard|Butterfly to X-guard|guard_bottom|No-gi|Purple|High|xguard_chain
OG-A-collar-sleeve-control|Open guard|Collar-sleeve control|guard_bottom|Gi|Blue|High|collar_sleeve_chain
BG-A-counter-to-leg-drag|Open guard|Counter to leg drag|guard_bottom|Gi|Brown|High|counter_chain
BG-A-counter-to-over-under|Open guard|Counter to over-under|guard_bottom|Gi|Brown|Medium|kimura_trap_chain
BG-A-crab-ride|Open guard|Crab ride|guard_bottom|Gi|Brown|High|berimbolo_chain
PG-A-dlr-to-berimbolo-entry|Open guard|DLR to berimbolo entry|guard_bottom|Gi|Purple|High|berimbolo_chain
OG-A-de-la-riva-guard|Open guard|De la Riva guard|guard_bottom|Gi|Blue|Medium|dlr_chain
BG-A-folding-pass|Open guard|Folding pass|guard_bottom|Both|Brown|Medium|folding_pass_chain
PG-A-headquarters-hq|Open guard|Headquarters (HQ)|guard_bottom|Gi|Purple|High|hq_pass_chain
NG-A-headquarters-pass-no-gi|Open guard|Headquarters pass (no-gi)|guard_bottom|No-gi|Purple|High|hq_pass_chain
OG-A-knee-shield-open-guard|Open guard|Knee shield open guard|guard_bottom|Both|White|High|retention_chain
BG-A-lapel-wedge-from-dlr|Open guard|Lapel wedge from DLR|guard_bottom|Gi|Brown|Medium|lapel_chain
OG-A-lasso-guard|Open guard|Lasso guard|guard_bottom|Gi|Blue|Low|lasso_chain
PG-A-leg-drag-pass|Open guard|Leg drag pass|guard_bottom|Gi|Purple|High|leg_drag_chain
OG-A-omoplata-entry|Open guard|Omoplata entry|guard_bottom|Both|Blue|Medium|omoplata_chain
PG-A-over-under-pass|Open guard|Over-under pass|guard_bottom|Gi|Purple|Medium|over_under_chain
NG-A-reverse-de-la-riva-rdlr|Open guard|Reverse De la Riva (RDLR)|guard_bottom|No-gi|Purple|High|rdlr_chain
BG-A-reverse-berimbolo|Open guard|Reverse berimbolo|guard_bottom|Gi|Brown|High|berimbolo_chain
PG-A-slx-entry-to-sweep|Open guard|SLX entry to sweep|guard_bottom|Both|Purple|High|slx_chain
PG-A-slx-to-back|Open guard|SLX to back|guard_bottom|Both|Purple|High|slx_chain
OG-A-single-leg-x-entry|Open guard|Single-leg X entry|guard_bottom|Both|Blue|Medium|slx_chain
PG-A-spider-guard|Open guard|Spider guard|guard_bottom|Gi|Purple|High|lasso_chain
PG-A-spider-guard|Open guard|Spider guard|guard_bottom|Gi|Purple|Medium|omoplata_chain
PG-A-spider-guard-control|Open guard|Spider guard control|guard_bottom|Gi|Purple|High|spider_chain
BG-A-squid-guard|Open guard|Squid guard|guard_bottom|Gi|Brown|Medium|squid_chain
NG-A-straight-ashi-entry|Open guard|Straight ashi entry|guard_bottom|No-gi|Blue|High|ashi_chain
OG-A-technical-stand-up|Open guard|Technical stand-up|guard_bottom|Both|White|High|reset_chain
NG-A-toreando-no-gi|Open guard|Toreando no-gi|guard_bottom|No-gi|Blue|High|toreando_chain
OG-A-tripod-sweep|Open guard|Tripod sweep|guard_bottom|Both|White|Medium|tripod_sickle_chain
PG-A-worm-guard|Open guard|Worm guard|guard_bottom|Gi|Purple|High|worm_guard_chain
PG-A-worm-guard|Open guard|Worm guard|guard_bottom|Gi|Purple|Low|lapel_chain
PG-A-worm-guard-setup|Open guard|Worm guard setup|guard_bottom|Gi|Purple|Medium|worm_guard_chain
NG-A-x-guard-sweep|Open guard|X-guard sweep|guard_bottom|No-gi|Purple|High|xguard_chain
NG-A-z-guard-no-gi|Open guard|Z-guard (no-gi)|guard_bottom|No-gi|Purple|High|zguard_leg_entangle
SC-A-americana|Side control top|Americana|pin_top|Both|White|Medium|americana_chain
SC-A-americana|Side control top|Americana|pin_top|Both|Blue|Medium|americana_chain
NG-A-arm-triangle-head-and-arm|Side control top|Arm triangle (head-and-arm)|pin_top|No-gi|Blue|High|arm_triangle_chain
BG-A-gogoplata-from-north-south|Side control top|Gogoplata from north-south|pin_top|Both|Brown|Low|exotic_chain
SC-A-kimura-grip|Side control top|Kimura grip|pin_top|Both|Blue|High|kimura_trap_chain
PG-A-kimura-trap-system|Side control top|Kimura trap system|pin_top|Both|Purple|High|kimura_trap_chain
SC-A-knee-on-belly-transition|Side control top|Knee-on-belly transition|pin_top|Both|Blue|Medium|knee_on_belly_chain
SC-A-mount-transition|Side control top|Mount transition|pin_top|Both|White|High|mount_advance_chain
NG-A-north-south-choke|Side control top|North-south choke|pin_top|No-gi|Blue|High|ns_choke_chain
SC-A-north-south-transition|Side control top|North-south transition|pin_top|Both|Blue|Medium|back_take_chain
SC-A-paper-cutter-choke|Side control top|Paper cutter choke|pin_top|Gi|Blue|Medium|collar_choke_chain
ST-A-ankle-pick|Standing / Neutral|Ankle pick|standing|Both|Blue|Medium|ankle_pick_chain
NG-A-ankle-pick-no-gi|Standing / Neutral|Ankle pick no-gi|standing|No-gi|Blue|Medium|ankle_pick_chain
ST-A-arm-drag|Standing / Neutral|Arm drag|standing|Both|White|Medium|arm_drag_chain
ST-A-arm-drag|Standing / Neutral|Arm drag|standing|Both|Blue|Medium|arm_drag_chain
NG-A-arm-drag|Standing / Neutral|Arm drag|standing|No-gi|White|Medium|arm_drag_chain
NG-A-body-lock|Standing / Neutral|Body lock|standing|No-gi|Blue|Medium|body_lock_chain
NG-A-collar-tie-inside-bicep-tie|Standing / Neutral|Collar tie + inside bicep tie|standing|No-gi|White|High|snapdown_chain
NG-A-double-leg|Standing / Neutral|Double leg|standing|No-gi|White|High|double_leg_chain
ST-A-double-leg-takedown|Standing / Neutral|Double leg takedown|standing|Both|Blue|Medium|double_leg_chain
ST-A-double-leg-takedown|Standing / Neutral|Double leg takedown|standing|Both|White|High|double_leg_chain
NG-A-duck-under|Standing / Neutral|Duck under|standing|No-gi|Purple|Medium|duck_under_chain
PG-A-foot-sweep-ko-uchi-ouchi|Standing / Neutral|Foot sweep (ko-uchi/ouchi)|standing|Both|Purple|Medium|foot_sweep_chain
NG-A-front-headlock-to-go-behind|Standing / Neutral|Front headlock to go-behind|standing|No-gi|Blue|High|front_headlock_chain
BG-A-grip-fighting-priority-syste|Standing / Neutral|Grip fighting priority system|standing|Both|Black|High|grip_chain
ST-A-guard-pull|Standing / Neutral|Guard pull|standing|Gi|White|Medium|guard_pull_chain
ST-A-guard-pull|Standing / Neutral|Guard pull|standing|Gi|Blue|Medium|guard_pull_chain
PG-A-high-crotch|Standing / Neutral|High crotch|standing|Both|Purple|Medium|wrestling_chain
NG-A-high-crotch|Standing / Neutral|High crotch|standing|No-gi|Purple|Medium|wrestling_chain
NG-A-russian-2-on-1|Standing / Neutral|Russian 2-on-1|standing|No-gi|White|High|two_on_one_chain
ST-A-single-leg-takedown|Standing / Neutral|Single leg takedown|standing|Both|White|High|single_leg_chain
ST-A-single-leg-takedown|Standing / Neutral|Single leg takedown|standing|Both|Blue|High|single_leg_chain
ST-A-single-leg-takedown|Standing / Neutral|Single leg takedown|standing|Both|White|Medium|single_leg_chain
ST-A-snapdown|Standing / Neutral|Snapdown|standing|Both|White|High|snapdown_chain
ST-A-snapdown|Standing / Neutral|Snapdown|standing|Both|Blue|High|snapdown_chain
NG-A-snapdown-spin|Standing / Neutral|Snapdown + spin|standing|No-gi|Blue|High|snapdown_chain
PG-A-uchi-mata|Standing / Neutral|Uchi mata|standing|Both|Purple|Low|judo_chain
BG-A-cartwheel-pass|Top half guard|Cartwheel pass|passing_top|Gi|Brown|Low|cartwheel_chain
HGT-A-crossface-and-underhook|Top half guard|Crossface and underhook|passing_top|Both|White|High|half_pass_chain
HGT-A-crossface-and-underhook|Top half guard|Crossface and underhook|passing_top|Both|Blue|Medium|half_pass_chain
HGT-A-knee-cut-pass|Top half guard|Knee cut pass|passing_top|Both|White|High|knee_cut_chain
HGT-A-knee-cut-pass|Top half guard|Knee cut pass|passing_top|Both|Blue|High|knee_cut_chain
HGT-A-leg-weave-pass|Top half guard|Leg weave pass|passing_top|Gi|Blue|Medium|leg_weave_chain
HGT-A-mount-transition|Top half guard|Mount transition|passing_top|Both|White|Medium|mount_advance_chain
BG-A-pass-decision-system|Top half guard|Pass decision system|passing_top|Both|Black|High|decision_making
PG-A-smash-pass|Top half guard|Smash pass|passing_top|Gi|Purple|High|smash_pass_chain
NG-A-smash-pass-no-gi|Top half guard|Smash pass no-gi|passing_top|No-gi|Blue|High|smash_pass_chain
PG-A-back-take-from-turtle|Turtle top|Back take from turtle|turtle|Both|Purple|High|back_take_chain
PG-A-clock-choke-setup|Turtle top|Clock choke setup|turtle|Gi|Purple|Medium|clock_chain
PG-A-crucifix-entry|Turtle top|Crucifix entry|turtle|Both|Purple|Medium|crucifix_chain
NG-A-mata-le-o-back|Turtle top|Mata leão (back)|turtle|No-gi|Purple|High|rnc_chain

##SHEET:positions
position_id|position_name|position_family
ST-ROOT|Standing / Neutral|standing
CG-ROOT|Closed guard|guard_bottom
OG-ROOT|Open guard|guard_bottom
HGB-ROOT|Half guard bottom|guard_bottom
HGT-ROOT|Top half guard|passing_top
SC-ROOT|Side control top|pin_top
MT-ROOT|Mount top|pin_top
BK-ROOT|Back control|back_control
FH-ROOT|Front headlock|front_headlock
TUR-ROOT|Turtle top|turtle
LE-ROOT|Leg entanglement|leg_entanglement
LE-ASHI|Ashi garami|leg_entanglement
LE-5050|50/50|leg_entanglement
LE-SANKAKU|Inside sankaku (Honey hole)|leg_entanglement
OG-XGUARD|X-guard|guard_bottom
OG-BUTTERFLY|Butterfly guard|guard_bottom

##SHEET:reactions
reaction_id|reaction_name|description|reaction_type|typical_positions|often_paired_with
R-SPRAWL|Sprawl|Opponent kicks hips back and flattens on attacker to stuff a leg attack.|defensive|Standing|R-FORWARD-PRESSURE
R-WHIZZER|Whizzer|Defensive overhook used to stop single legs or come-ups.|defensive|Standing;Half guard|R-GIVES-UNDERHOOK
R-POSTURE-UP|Posture up|Opponent straightens spine, breaks hip/grip pressure from bottom.|defensive|Closed guard;Mount|R-FORWARD-PRESSURE
R-FORWARD-PRESSURE|Forward pressure|Opponent drives weight into you.|offensive|Any|R-POSTURE-UP;R-PULLS-AWAY
R-POSTS-HAND|Posts hand|Opponent bases out with a hand to defend a sweep/drag.|defensive|Closed guard;Half guard|R-HIDES-HAND
R-POSTS-HANDS|Posts both hands|Opponent drops hands to mat during stand-up/snapdown.|defensive|Standing|R-POSTURE-UP
R-HIDES-HAND|Hides hand|Opponent tucks wrist/hand to prevent grip.|defensive|Any|
R-STRAIGHTENS-ARM|Straightens arm|Opponent extends arm to escape bent-arm submission.|defensive|Mount;Side control|
R-PULLS-ARM-OUT|Pulls arm out|Opponent withdraws trapped arm to escape armbar/triangle.|defensive|Closed guard|
R-STACK|Stack|Opponent drives hips forward/up over yours to pass or escape.|offensive|Closed guard|R-POSTURE-UP
R-WIDE-BASE|Wide base|Opponent widens stance from passing position.|defensive|Closed guard;Half guard|
R-OVER-ROTATE|Over-rotates|Opponent turns too far past centerline exposing the back.|offensive|Standing|R-POSTS-HAND
R-HOP|Hops on one foot|Opponent hops to maintain balance during a single leg.|defensive|Standing|
R-BAL-BROKEN|Balance broken|Opponent off-balance / weight captured.|offensive|Standing|
R-WEIGHT-LOADED|Weight loaded on foot|Opponent has weight on target foot.|offensive|Standing|
R-FOLLOWS-DOWN|Follows to knees|Opponent follows you down after a guard pull.|offensive|Standing|
R-STAYS-STANDING|Stays standing|Opponent remains upright after your guard pull.|neutral|Standing|
R-GIVES-UNDERHOOK|Gives underhook|Opponent allows you to win inside position.|offensive|Half guard|
R-CROSSFACE|Crossface|Forearm pressure across jaw/neck.|offensive|Half guard;Passing|R-GIVES-UNDERHOOK
R-NO-POST|No post|Opponent fails to base out during a sweep.|offensive|Closed guard|
R-PULLS-AWAY|Pulls away|Opponent retreats hips/body.|defensive|Open guard;Half guard|
R-KNEE-IN|Knee presses inward|Opponent collapses your DLR hook.|offensive|Open guard|R-KNEE-OUT
R-KNEE-OUT|Knee turns outward|Opponent steps knee wide to clear hook.|offensive|Open guard|R-KNEE-IN
R-STEPS-BACK|Steps foot back|Opponent retreats foot to defend a tripod sweep.|defensive|Open guard|
R-STRIPS-FOOT|Strips foot from hip|Opponent removes your foot from their hip.|offensive|Open guard|
R-ROLLS-FORWARD|Rolls forward|Opponent rolls to escape omoplata.|defensive|Open guard|
R-FLAT|Stays flat|Opponent stays flat on back during passing.|defensive|Half guard passing|
R-TURNS-AWAY|Turns away|Opponent turns hips/shoulders away.|defensive|Side control;Mount|
R-FRAMES|Frames|Opponent creates frames to stop passing or pinning.|defensive|Any|
R-GETS-UNDERHOOK|Gets underhook (bottom)|Bottom player wins inside arm position.|offensive|Half guard|
R-KNEE-SHIELD|Keeps knee shield|Bottom player maintains shin block.|defensive|Half guard|
R-EXPOSES-KNEE|Exposes far knee|Bottom player opens the knee line.|offensive|Half guard passing|
R-BENDS-ARM|Bends arm defensively|Opponent tucks forearm to defend Americana.|defensive|Side control|
R-PUSHES-KNEE|Pushes knee|Opponent pushes knee-on-belly with hands.|defensive|Side control|
R-COLLAR-EXPOSED|Collar exposed|Opponent leaves gi collar accessible.|offensive|Any|R-DEFENDS-NECK
R-ELBOWS-LOW|Elbows low|Opponent keeps elbows tight to prevent arm isolation.|defensive|Mount|
R-DEFENDS-NECK|Defends neck|Opponent uses hands to protect neck/collar.|defensive|Mount;Back|
R-ELBOW-EXPOSED|Elbow exposed|Opponent elbow accessible from mount/S-mount.|offensive|Mount|
R-BRIDGE|Bridges|Opponent bridges hard to escape pin.|defensive|Mount|R-TURNS-AWAY
R-FIGHTS-HAND|Fights top hand|Opponent fights the choking-hand wrist.|defensive|Back control|
R-HIPS-TO-FLOOR|Gets shoulders/hips to floor|Back escape in progress.|defensive|Back control|
R-TURNS-TO-CHOKE-ARM|Turns toward choke arm|Opponent turns into strong-side shoulder to escape back.|defensive|Back control|
R-OVER-DEFENDS|Over-defends choke arm|Opponent commits two hands to defending choke.|defensive|Back control|
R-NECK-EXPOSED|Neck exposed|Opponent leaves neck open.|offensive|Front headlock|
R-DEFENDS-HANDS|Defends hands (guillotine)|Opponent grips your choking arm with two hands.|defensive|Front headlock|
R-POSTS-ARM-ACROSS|Posts arm across|Opponent reaches across body to base.|defensive|Front headlock|
R-REACHES-UNDERHOOK|Reaches underhook|Opponent attempts underhook from turtle/half.|offensive|Front headlock|
R-SHELLS-UP|Shells up (turtle)|Opponent rounds into turtle defensively.|defensive|Front headlock|
R-PULLS-GUARD|Pulls guard|Opponent pulls you into their guard.|offensive|Standing;Front headlock|
R-COLLAR-TIE|Establishes collar tie|Opponent gets hand behind your neck.|offensive|Standing|R-UNDERHOOK-FIGHT
R-UNDERHOOK-FIGHT|Underhook battle|Both players fighting for inside arm position.|neutral|Standing;Half guard|
